timestep,fopr,foprh,interval
01.03.2013,53.5959067706298,49.8441932966858,HIST
01.04.2013,52.5239886352173,54.6249481806259,HIST
01.05.2013,55.6754279533303,48.4376223193974,HIST
01.06.2013,53.4484108351971,46.5001174266215,HIST
01.07.2013,50.7759902934372,43.667351652356,HIST
01.08.2013,54.8380695169122,53.741308126574,HIST
01.09.2013,59.2251150782652,46.1955897610468,HIST
01.10.2013,58.6328639274825,60.391849845307,HIST
01.11.2013,56.2875493703832,41.6527865340836,HIST
01.12.2013,56.2875493703832,47.8444169648257,HIST
01.01.2014,55.7246738766794,44.5797391013435,HIST
01.02.2014,56.839167354213,59.6811257219236,HIST
01.03.2014,56.2707756806709,47.2674515717635,HIST
01.04.2014,60.2097299783178,51.7803677813533,HIST
01.05.2014,59.0055353787515,57.2353693173889,HIST
01.06.2014,57.8254246711764,58.4036789178882,HIST
01.07.2014,55.5124076843294,53.8470354537995,HIST
01.08.2014,56.0675317611727,47.096726679385,HIST
01.09.2014,56.0675317611727,53.8248304907258,HIST
01.10.2014,58.8709083492313,45.9193085124004,HIST
01.11.2014,61.8144537666929,56.8692974653574,HIST
01.12.2014,59.9600201536921,43.7708147121952,HIST
01.01.2015,61.1592205567659,58.7128517344953,HIST
01.02.2015,63.6055893790366,48.3402479280678,HIST
01.03.2015,62.3334775914558,52.3601211768229,HIST
01.04.2015,62.3334775914558,59.216803711883,HIST
01.05.2015,67.3201557987723,51.8365199650547,HIST
01.06.2015,72.7057682626741,64.70813375378,HIST
01.07.2015,69.7975375321671,71.1934882828105,HIST
01.08.2015,71.8914636581322,53.9185977435991,HIST
01.09.2015,69.7347197483882,69.7347197483882,HIST
01.10.2015,71.129414143356,52.6357664660834,HIST
01.11.2015,69.7068258604889,64.8273480502546,HIST
01.12.2015,74.5863036707231,55.1938647163351,HIST
01.01.2016,73.8404406340158,60.549161319893,HIST
01.02.2016,75.3172494466962,57.2411095794891,HIST
01.03.2016,75.3172494466962,54.9815920960882,HIST
01.04.2016,78.329939424564,75.1967418475814,HIST
01.05.2016,79.8965382130553,67.912057481097,HIST
01.06.2016,78.2986074487942,58.7239555865956,HIST
01.07.2016,82.9965238957218,78.8466977009357,HIST
01.08.2016,79.6766629398929,62.1477970931165,HIST
01.09.2016,85.2540293456855,88.6641905195129,HIST
01.10.2016,86.9591099325992,82.6111544359692,HIST
01.11.2016,85.2199277339472,78.4023335152314,HIST
01.12.2016,82.6633299019288,75.2236302107552,HIST
01.01.2017,85.1432297989866,80.0346360110474,HIST
01.02.2017,85.9946620969765,85.1347154760067,HIST
01.03.2017,83.4148222340672,69.2343024542758,HIST
01.04.2017,79.2440811223638,65.772587331562,HIST
01.05.2017,78.4516403111402,75.3135746986946,HIST
01.06.2017,75.3135746986946,57.2383167710079,HIST
01.07.2017,80.5855249276032,75.750393431947,HIST
01.08.2017,82.1972354261553,85.4851248432015,HIST
01.09.2017,88.7730142602477,93.2116649732601,HIST
01.10.2017,86.1098238324403,68.8878590659522,HIST
01.11.2017,82.6654308791427,71.0922705560627,HIST
01.12.2017,82.6654308791427,85.9720481143084,HIST
01.01.2018,85.1453938055169,63.0075914160825,HIST
01.02.2018,91.9570253099583,78.1634715134646,HIST
01.03.2018,94.7157360692571,74.8254314947131,HIST
01.04.2018,96.6100507906422,78.2541411404202,HIST
01.05.2018,97.5761512985486,76.1093980128679,HIST
01.06.2018,105.382243402433,86.4134395899946,HIST
01.07.2018,112.759000440603,94.7175603701063,HIST
01.08.2018,112.759000440603,105.993460414167,HIST
01.09.2018,109.376230427385,86.4072220376339,HIST
01.10.2018,105.001181210289,101.851145773981,HIST
01.11.2018,103.951169398186,91.477029070404,HIST
01.12.2018,102.911657704205,80.2710930092795,HIST
01.01.2019,102.911657704205,85.4166758944898,HIST
01.02.2019,102.911657704205,93.6496085108261,HIST
01.03.2019,102.911657704205,105.999007435331,HIST
01.04.2019,99.8243079730784,85.8489048568474,HIST
01.05.2019,104.815523371732,102.719212904298,HIST
01.06.2019,111.104454774036,105.549232035334,HIST
01.07.2019,117.770722060478,97.7496993101971,HIST
01.08.2019,120.126136501688,112.918568311587,HIST
01.09.2019,120.126136501688,92.4971251062998,HIST
01.10.2019,120.126136501688,114.119829676604,HIST
01.11.2019,115.32109104162,111.861458310372,HIST
01.12.2019,118.780723772869,95.0245790182953,HIST
01.01.2020,119.968531010598,92.3757688781603,HIST
01.02.2020,117.569160390386,89.3525618966932,HIST
01.03.2020,112.86639397477,102.708418517041,HIST
01.04.2020,112.86639397477,115.123721854266,HIST
01.05.2020,109.480402155527,100.721969983085,HIST
01.06.2020,118.238834327969,107.597339238452,HIST
01.07.2020,118.238834327969,109.962115925012,HIST
01.08.2020,112.326892611571,112.326892611571,HIST
01.09.2020,112.326892611571,90.9847830153725,HIST
01.10.2020,111.203623685455,86.7388264746551,HIST
01.11.2020,120.099913580292,114.094917901277,HIST
01.12.2020,114.094917901277,107.2492228272,HIST
01.01.2021,115.23586708029,0,FRCST
01.02.2021,119.845301763501,0,FRCST
01.03.2021,119.845301763501,0,FRCST
01.04.2021,122.242207798772,0,FRCST
01.05.2021,122.242207798772,0,FRCST
01.06.2021,125.909474032735,0,FRCST
01.07.2021,128.427663513389,0,FRCST
01.08.2021,130.996216783657,0,FRCST
01.09.2021,136.236065455003,0,FRCST
01.10.2021,141.685508073204,0,FRCST
01.11.2021,140.268652992472,0,FRCST
01.12.2021,144.476712582246,0,FRCST
01.01.2022,151.700548211358,0,FRCST
01.02.2022,151.700548211358,0,FRCST
01.03.2022,153.217553693471,0,FRCST
01.04.2022,156.281904767341,0,FRCST
01.05.2022,162.533180958035,0,FRCST
01.06.2022,159.282517338874,0,FRCST
01.07.2022,167.246643205818,0,FRCST
01.08.2022,170.591576069934,0,FRCST
01.09.2022,172.297491830633,0,FRCST
01.10.2022,177.466416585552,0,FRCST
01.11.2022,177.466416585552,0,FRCST
01.12.2022,179.241080751408,0,FRCST
01.01.2023,181.033491558922,0,FRCST
01.02.2023,177.412821727743,0,FRCST
01.03.2023,177.412821727743,0,FRCST
01.04.2023,173.864565293188,0,FRCST
01.05.2023,170.387273987325,0,FRCST
01.06.2023,173.795019467071,0,FRCST
01.07.2023,180.746820245754,0,FRCST
01.08.2023,177.131883840839,0,FRCST
01.09.2023,170.046608487205,0,FRCST
01.10.2023,163.244744147717,0,FRCST
01.11.2023,159.979849264763,0,FRCST
01.12.2023,153.580655294172,0,FRCST
01.01.2024,152.044848741231,0,FRCST
01.02.2024,153.565297228643,0,FRCST
01.03.2024,152.029644256357,0,FRCST
01.04.2024,147.468754928666,0,FRCST
01.05.2024,141.570004731519,0,FRCST
01.06.2024,147.23280492078,0,FRCST
01.07.2024,151.649789068403,0,FRCST
01.08.2024,145.583797505667,0,FRCST
01.09.2024,147.039635480724,0,FRCST
01.10.2024,139.687653706688,0,FRCST
01.11.2024,143.878283317888,0,FRCST
01.12.2024,151.072197483783,0,FRCST
01.01.2025,148.050753534107,0,FRCST
01.02.2025,149.531261069448,0,FRCST
01.03.2025,154.017198901532,0,FRCST
01.04.2025,150.936854923501,0,FRCST
01.05.2025,152.446223472736,0,FRCST
01.06.2025,149.397299003281,0,FRCST
01.07.2025,156.867163953445,0,FRCST
01.08.2025,164.710522151118,0,FRCST
01.09.2025,163.063416929606,0,FRCST
01.10.2025,169.585953606791,0,FRCST
01.11.2025,161.106655926451,0,FRCST
01.12.2025,165.939855604245,0,FRCST
01.01.2026,170.918051272372,0,FRCST
01.02.2026,179.463953835991,0,FRCST
01.03.2026,181.25859337435,0,FRCST
01.04.2026,177.633421506863,0,FRCST
01.05.2026,179.409755721932,0,FRCST
01.06.2026,174.027463050274,0,FRCST
01.07.2026,168.806639158766,0,FRCST
01.08.2026,173.870838333529,0,FRCST
01.09.2026,182.564380250205,0,FRCST
01.10.2026,167.959229830189,0,FRCST
01.11.2026,167.959229830189,0,FRCST
01.12.2026,174.677599023396,0,FRCST
01.01.2027,179.917926994098,0,FRCST
01.02.2027,170.922030644393,0,FRCST
01.03.2027,170.922030644393,0,FRCST
01.04.2027,170.922030644393,0,FRCST
01.05.2027,174.340471257281,0,FRCST
01.06.2027,179.570685395,0,FRCST
01.07.2027,174.18356483315,0,FRCST
01.08.2027,167.216222239824,0,FRCST
01.09.2027,157.183248905434,0,FRCST
01.10.2027,157.183248905434,0,FRCST
01.11.2027,158.755081394489,0,FRCST
01.12.2027,153.992428952654,0,FRCST
01.01.2028,158.612201821234,0,FRCST
01.02.2028,158.612201821234,0,FRCST
01.03.2028,149.09546971196,0,FRCST
01.04.2028,150.586424409079,0,FRCST
01.05.2028,135.527781968171,0,FRCST
01.06.2028,121.975003771354,0,FRCST
01.07.2028,110.997253431932,0,FRCST
01.08.2028,102.117473157378,0,FRCST
01.09.2028,91.9057258416399,0,FRCST
01.10.2028,86.3913822911415,0,FRCST
01.11.2028,79.4800717078502,0,FRCST
01.12.2028,69.9424631029082,0,FRCST
01.01.2029,64.3470660546755,0,FRCST
01.02.2029,57.2688887886612,0,FRCST
01.03.2029,56.6961999007746,0,FRCST
01.04.2029,58.3970858977978,0,FRCST
01.05.2029,56.0612024618859,0,FRCST
01.06.2029,53.8187543634105,0,FRCST
01.07.2029,54.3569419070446,0,FRCST
01.08.2029,47.8341088781992,0,FRCST
01.09.2029,44.9640623455073,0,FRCST
01.10.2029,43.615140475142,0,FRCST
01.11.2029,39.6897778323792,0,FRCST
01.12.2029,41.6742667239982,0,FRCST
01.01.2030,40.0072960550383,0,FRCST
01.02.2030,40.807441976139,0,FRCST
01.03.2030,42.4397396551846,0,FRCST
01.04.2030,39.0445604827698,0,FRCST
01.05.2030,40.2158972972529,0,FRCST
01.06.2030,39.8137383242804,0,FRCST
01.07.2030,40.2118757075232,0,FRCST
01.08.2030,39.809756950448,0,FRCST
01.09.2030,39.4116593809435,0,FRCST
01.10.2030,35.4704934428491,0,FRCST
01.11.2030,32.2781490329927,0,FRCST
01.12.2030,29.3731156200234,0,FRCST

